set_id,year,pieces,t1,descr
Jan-58,1997,196,Town,Shark Cage Cove
Jan-59,1997,359,Town,Deep Sea Bounty
Jan-60,1997,478,Town,Diving Expedition Explorer
656-1,1974,49,Legoland,Car and Caravan
Jan-61,1994,240,Town,Hot Rod Club
Jan-62,1995,225,Town,Gas Stop Shop
Jan-63,1996,237,Town,Gator Landing
Jan-64,1997,35,Town,Recycle Truck
65642-1,2004,3,Castle,The Grand Tournament Limited Edition Value Pack
Jan-65,1997,78,Town,Construction Crew
Jan-66,1997,106,Town,Bank
Jan-67,1998,28,Town,Speed Splash
Jan-68,1998,291,Town,Drag Race Rally
Jan-69,2000,2,Town,Polar Scout
Jan-70,1998,43,Town,Snowmobile
657-1,1974,36,Legoland,Executive Jet
Jan-71,1994,433,Town,Flame Fighters
65716-1,2004,3,Bionicle,Limited Edition Collector Pack with Vohtarak Sidorak and Life-Size Toa Hordika Mask (8742 8756)
Jan-72,1998,52,Town,Wind Runners
Jan-73,2000,120,Town,Arctic Expedition
65743-1,2005,3,Town,City Construction Value Pack (7246 7242 7248)
Jan-75,2000,440,Town,Polar Base
65757-1,2005,2,Bionicle,Special Edition Guardian Toa (8762/8763)
Jan-76,1998,24,Town,Sledge
65767-1,2005,2,Castle,Attack from the Sea
65768-1,2005,4,Castle,Jayko Value Pack 8783 and 8772 with Sword and Helmet
65769-1,2005,4,Castle,Vladek Value Pack
Jan-77,2000,20,Town,Snow Scooter
65771-1,2005,5,Star Wars,Episode III Collectors' Set
65777-1,2005,4,Town,City Fire Value Pack (7238 7239 7240 7241)
Jan-78,2000,22,Town,Polar Explorer
Jan-79,2000,42,Town,Ice Surfer
65799-1,2005,5,Town,City Fire Station Value Pack
65800-1,2005,5,Town,City Construction Set Value Pack
Jan-80,1998,108,Town,Land Jet 7
65801-1,2005,4,Train,Trains Value Pack
65808-1,2005,4,Bionicle,Toa Hordika Value Pack
658-1,1974,38,Legoland,Fire Engine
Jan-81,1996,128,Town,Dig 'N' Dump
65813-1,2005,2,Bionicle,Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762)
Jan-82,1998,287,Town,Daredevil Flight Squad
Jan-84,1998,357,Town,Extreme Team Challenge
65844-1,2005,3,Star Wars,Star Wars Co-Pack of 7255 4492 and 4494
65845-1,2005,3,Star Wars,Star Wars Co-Pack of 7256 4492 and 4494
65849-1,2005,2,Bionicle,Bionicle Co-Pack (contains 8758 and 851097)
Jan-85,1998,19,Town,Hang-Glider
65851-1,2005,2,Castle,Knights Kingdom II Co-Pack (contains 8876 and life size sword)
Jan-86,2000,55,Town,Polar Scout
Jan-89,1998,83,Town,Radical Racer
Jan-90,1988,116,Town,Vacation Camper
659-1,1975,39,Legoland,Police Patrol with Policemen
Jan-91,1989,144,Town,Nitro Dragsters
Jan-92,1990,116,Town,Vacation Hideaway
Jan-93,1991,126,Town,Blaze Battler
Jan-94,1992,123,Town,Gas Transit
Jan-95,1993,93,Town,Surf Shack
Jan-96,1995,133,Town,Wave Master
Jan-97,1994,905,Town,Century Skyway
Jan-98,1996,559,Town,Metro PD Station
Jan-99,1997,58,Town,Shark Attack
Jan-00,1981,23,Town,Police Patrol
Feb-00,2000,316,Town,Highway Construction
660-1,1975,41,Factory,Car with Plane Transporter
Jan-01,1985,30,Town,Ice Cream Cart
Jan-02,1981,24,Town,Fire Unit 1
Feb-02,2000,78,Town,Scorpion Buggy
Jan-03,1985,27,Town,Shovel Truck
Jan-04,1985,31,Town,Formula-I Racer
Jan-05,1984,20,Town,Road Racer
Jan-06,1983,25,Town,Road Repair Set
Jan-07,1982,25,Town,Service Truck
Jan-08,1982,21,Town,Tractor
Jan-09,1980,17,Town,Race Car
Jan-10,1981,28,Town,Gas Pumps
661-1,1976,49,Legoland,Spirit of St. Louis
Jan-11,1981,20,Town,Fire Chief's Car
66116-1,2006,6,Town,City Emergency Services Vehicles (Multipack)
66117-1,2007,4,Town,Offre Speciale (7235 7236 7238 7241)
Jan-12,1986,29,Town,Fire Chief's Car
Jan-13,1986,26,Town,Telephone Booth
66138-1,2005,6,Bionicle,Toa Hordika Collection
Jan-14,1995,122,Town,Launch Evac 1
Jan-15,1996,75,Town,Eagle Stunt Flyer
66156-1,2006,4,Town,Airport Value Pack (TRU Exclusive)
Jan-16,2000,146,Town,Rocket Dragster
Jan-17,2000,387,Town,Tough Truck Rally
66174-1,2006,4,Town,Lego Firemen Bundle
66175-1,2007,4,Town,City Rescue Pack
66177-1,2007,3,Town,City Rescue Pack
Jan-18,2000,23,Town,Blue Racer
66188-1,2007,2,Creator,Creative Building Set
Jan-19,2000,20,Town,Red Four Wheel Driver
66193-1,2007,4,Town,City Super Pack (7890 7892 7902 7903)
66194-1,2007,4,Town,City Super Pack (7246 7248 7905 7990)
66195-1,2007,5,Town,City Super Pack (7238 7239 7241 7942 7945)
Jan-20,2006,507,Bionicle,Ultimate Accessory Set 500
66207-1,2006,2,Bionicle,Gift Set
66208-1,2007,9,Creator,Mr. Magoriums big book (Mr. Magorium's Wonder Emporium)
662-1,1976,27,Legoland,Dumper Lorry
Jan-21,1984,39,Town,Fire Truck
Jan-22,1984,30,Town,Mailman on Motorcycle
66221-1,2007,2,Star Wars,X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive)
66225-1,2007,2,Exo-Force,Gift Set
Jan-23,1983,40,Town,Police Car
66237-1,2008,2,Creator,Build & Play Value Pack
66239-1,2007,4,Train,City Super Pack 4 in 1 (7898 7997 7895 7896)
Jan-24,1983,40,Town,Delivery Van
66246-1,2008,3,Town,City Super Pack (7235 7245 7743)
66247-1,2008,3,Town,City Super Pack (7741 7890 7942)
Jan-25,1996,61,Town,Speed Trackers
66255-1,2008,6,Town,City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945)
66256-1,2008,4,Town,City Super Pack (7242 7733 7990 7991)
66257-1,2008,4,Town,City Super Pack 4 in 1 (7235 7236 7741 7744)
66258-1,2008,3,Town,City Super Pack (7990 7991 7993)
66260-1,2008,3,Town,City Super Pack (7733 7734 7992)
Jan-26,1981,36,Town,Rescue Helicopter
Feb-26,2000,20,Town,Snow Scooter
Jan-27,1980,37,Town,Convertible
Jan-28,1981,38,Town,Shell Tow Truck
Feb-28,1984,20,Town,Construction Workers
66282-1,2008,2,Town,City Police Co-Pack
66284-1,2009,2,Creator,LEGO Build and Play Value Pack
66290-1,2008,4,Town,City Super Pack 4 in 1 (4210 7736 7737 7738)
Jan-29,1981,39,Town,Ambulance
Jan-30,1981,34,Town,Bucket Loader
66305-1,2009,3,Town,City Super Pack 3 in 1 (7235 7245 7743)
66306-1,2009,3,Town,City Super Pack 3 in 1 (7736 7737 7738)
66307-1,2009,3,Town,City Super Pack (7245 7732 8401)
66308-1,2009,3,Star Wars,Star Wars Super Pack 3 in 1 (7667 7668 8017)
663-1,1977,60,Legoland,Hovercraft
Jan-31,1985,44,Town,Steam Shovel
66311-1,2010,2,Creator,LEGO Creative Value Pack (TRU Exclusive)
66318-1,2009,4,Technic,Technic Super Pack 4 in 1 (8259 8290 8293 8294)
66319-1,2009,3,Power Miners,Power Miners Super Pack 3 in 1 (8709 8958 8959)
Jan-32,1985,44,Town,Tactical Patrol Truck
66325-1,2009,4,Train,City Super Pack 4 in 1 (7898 7997 7895 7896)
66326-1,2009,4,Town,City Super Pack 4 in 1 (7239 7245 8401 7638)
66328-1,2009,6,Town,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236)
66329-1,2009,3,Town,City Super Pack 3 in 1 (7236 7741 7942)
66330-1,2009,5,Town,City Super Pack 5 in 1 (7632 7746 7990 8401 5620)
Jan-33,1985,46,Town,Family Car
66331-1,2009,3,Town,City Super Pack 3 in 1 (7630 7633 7990)
Jan-34,1986,46,Town,Stock Car
66341-1,2010,3,Star Wars,Star Wars Super Pack 3 in 1 (8014 8015 8091)
66342-1,2010,3,Town,City Super Pack 3 in 1 (7213 7241 7942)
66345-1,2010,4,Town,City Super Pack 4 in 1 (3177 7241 7634 7638)
66357-1,2010,4,Town,City Super Pack 4 in 1 (7208 7239 7241 7942)
66358-1,2010,3,Town,City Super Pack 3 in 1 (7634 7635 7684)
66359-1,2010,4,Technic,Technic Super Pack 4 in 1 (8049 8259 8260 8293)
66360-1,2010,4,Town,City Super Pack 4 in 1 (7207 7213 7241 7942)
Jan-36,2002,291,Town,Police Headquarters
66362-1,2010,4,Town,City Super Pack 4 in 1 (3177 3179 8401 8402)
66363-1,2010,4,Town,City Super Pack 4 in 1 (7235 7236 7245 7741)
66364-1,2010,3,Star Wars,Star Wars Super Pack 3 in 1 (7749 8083 8084)
66365-1,2010,4,Atlantis,Atlantis Super Pack 4 in 1 (8057 8058 8059 8080)
66366-1,2010,3,Star Wars,Star Wars Super Pack  3 in 1 (8089 8083 7749)
66368-1,2010,3,Star Wars,Star Wars Super Pack 3 in 1 (8083 8084 8092)
Jan-37,2005,5,Bionicle,Ultimate Battle Set
66373-1,2010,0,Creator,Fun Favor Pack
66374-1,2010,4,Train,City Super Pack 4 in 1 (7895 7896 7937 7939)
66375-1,2011,4,Town,City Super Pack 4 in 1 (7235 7286 7279 7741)
66377-1,2011,3,Star Wars,Star Wars Super Pack 3 in 1 (7869 7913 7914)
66378-1,2011,3,Star Wars,Star Wars Super Pack 3 in 1 (8085 7913 7914)
66380-1,2011,2,Creator,LEGO Creative Value Pack (TRU UK Exclusive)
Jan-38,2006,287,Bionicle,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces
66383-1,2011,3,Ninjago,Ninjago Super Pack 3 in 1 (2258 2259 2519)
66386-1,2011,3,Cars,Cars 2 Super Pack 3 in 1 (8206 8426 8487)
66387-1,2011,3,Cars,Cars 2 Super Pack 3 in 1 (8200 8201 8206)
66388-1,2011,4,Town,City Super Pack 4 in 1 (7498 7235 7279 7285)
66389-1,2011,5,Town,City Super Pack 5 in 1 (7288 7279 7285 7286 7741)
Jan-39,1995,70,Town,Raven Racer
66392-1,2012,-1,Duplo,"Duplo Cars Super Pack 3 in 1 (5816, 5817, 5818)"
66394-1,2011,3,Ninjago,Ninjago Super Pack 3 in 1 (2506 2259 2260)
66395-1,2011,3,Star Wars,Star Wars Super Pack 3 in 1 (7957 7913 7914)
66396-1,2011,3,Star Wars,Star Wars Super Pack 3 in 1 (7877 7929 7913)
66397-1,2011,4,Technic,Technic Super Pack 4 in 1 (8047 8065 8067 8069)
66404-1,2011,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (2065, 2067)"
66405-1,2010,4,Train,City Super Pack 4 in 1 (7939 7937 7499 7895)
66409-1,2012,3,Cars,Cars Super Pack 3 in 1 (9478 8201 9485)
664-1,1977,35,Factory,TV Crew
66410-1,2012,3,Ninjago,"Ninjago Super Pack 3 in 1 (9440, 9441, 9444)"
Jan-41,1987,81,Town,4-Wheelin' Truck
66411-1,2012,3,Star Wars,Star Wars Super Pack 3 in 1 (9488 9489 9495)
66412-1,2012,2,Town,"City Super Pack 2 in 1 (7285, 7741)"
66414-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (2143, 2145)"
Jan-42,1988,65,Town,Police Helicopter
66426-1,2012,3,Town,"City Super Pack 3 in 1 (4208, 4209, 4427)"
66427-1,2012,4,Town,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)"
66428-1,2012,4,Town,"City Super Pack 4 in 1 (4436, 7235, 7279, 7498)"
Jan-43,1988,74,Town,Fire Truck
66431-1,2012,3,Star Wars,"Star Wars Super Pack 3 in 1 (7914, 9488, 9491)"
66432-1,2012,3,Star Wars,"Star Wars Super Pack 3 in 1 (9490, 9492, 9496)"
66433-1,2012,3,Technic,"Technic Super Pack 3 in 1 (8293, 9392, 9395)"
66434-1,2012,3,Friends,"Friends Super Pack 3 in 1 (3187, 3934, 3935)"
66435-1,2012,4,Friends,"Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)"
66436-1,2012,2,Town,"City Super Pack 2 in 1 (4436, 4437)"
66437-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (6216, 6293)"
Jan-44,1990,72,Town,Road Rebel
66444-1,2012,3,Ninjago,"Ninjago Super Pack 3 in 1 (9441, 9442, 9591)"
66448-1,2013,3,Town,"City Super Pack 3 in 1 (60000, 60001, 60002)"
66449-1,2013,3,Star Wars,"Star Wars Super Pack 3 in 1 (75000, 75003, 75014)"
66450-1,2013,3,Legends of Chima,"Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)"
Jan-45,1991,65,Town,Street Sweeper
66451-1,2012,4,Town,"City Super Pack 4 in 1 (4431, 4432, 4433, 4435)"
66452-1,2012,2,Hero Factory,"Hero Factory Super Pack 2 in 1 (6282, 6283)"
Jan-46,1991,65,Town,Screaming Patriot
Jan-47,1980,54,Town,Highway Repair
66479-1,2014,3,Star Wars,"Super Pack 3 in 1 (75015, 75035, 75043)"
Jan-48,1992,61,Town,Mag Racer
Feb-48,1980,42,Town,Dump Truck
Jan-49,1995,63,Town,Street Sweeper
66491-1,2014,5,Legends of Chima,"Legends of Chima Super Pack 5 in 1 (70126, 70128, 70129, 70130, 70131)"
66492-1,2014,3,Town,"City Super Pack 3 in 1 (60041, 60042, 60046)"
66493-1,2014,4,Town,"City Super Pack 4 in 1 (60050, 60052, 7499, 7895)"
66495-1,2014,3,Star Wars,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)"
Jan-50,1981,46,Town,Fire and Rescue Van
Jan-51,1982,46,Town,Post Office Van
66512-1,2014,2,Star Wars,"Star Wars Super Pack 2 in 1 (75048, 75053)"
66514-1,2014,3,Star Wars,"Star Wars Microfighters Super Pack 3 in 1 (75028, 75029, 75030)"
66515-1,2014,3,Star Wars,"Star Wars Microfighters Super Pack 3 in 1 (75031, 75032, 75033)"
Jan-52,1983,44,Town,Construction Truck
Jan-53,1982,55,Town,Highway Emergency Van
Jan-54,1983,52,Town,Motorcycle Transport
Jan-55,1984,58,Town,Auto & Tire Repair
Jan-56,1985,53,Town,Tow Truck
Jan-57,1985,66,Town,Fire Patrol Copter
Jan-58,1986,65,Town,Bulldozer
Jan-59,1986,66,Town,TV Camera Crew
Jan-60,1989,52,Town,Hook & Haul Wrecker
Jan-61,1989,79,Town,Mobile TV Studio
Jan-62,1992,87,Town,Backhoe
Jan-63,1993,78,Town,Wave Rebel
Jan-64,1993,71,Town,Chopper Cops
Jan-65,1994,77,Town,River Runners
Jan-66,1994,78,Town,Ambulance
Jan-67,1993,97,Town,Pothole Patcher
Jan-68,1992,108,Town,Recycle Truck
Jan-69,1991,90,Town,Diesel Daredevil
Jan-70,1993,114,Town,Rescue Rig
Jan-71,1989,107,Town,Utility Repair Lift
Jan-72,1990,67,Town,Safari Off-Road Vehicle
Jan-73,1990,74,Town,Solo Trainer
Jan-74,1988,94,Town,Crane Truck
Jan-75,1988,81,Town,Road & Trail 4x4
Jan-76,1986,99,Town,Mobile Command Unit
Jan-77,1986,75,Town,Motocross Racing
Jan-78,1980,61,Town,Pneumatic Crane
Jan-79,1991,82,Town,Dark Shark
Feb-79,1980,78,Town,Exxon Tow Truck
Jan-80,1981,63,Town,Ambulance
Jan-81,1981,81,Town,Police Van
Jan-82,1985,91,Town,Cement Mixer
Jan-83,1983,68,Town,Burger Stand
Jan-84,1984,81,Town,Police Patrol Squad
Jan-85,1982,98,Town,Fire Copter 1
Jan-86,1984,88,Town,Backhoe
Jan-87,1987,78,Town,Turbo Prop I
Jan-88,1985,72,Town,Ambulance
Jan-89,1985,54,Town,Post-Station
Jan-90,1980,103,Town,Snorkel Pumper
Jan-91,1981,107,Town,Red Cross Helicopter
Jan-92,1983,96,Town,Tractor Trailer
Jan-93,1987,114,Town,Refuse Collection Truck
Jan-94,1984,109,Town,Car with Camper
Jan-95,1984,106,Town,Shell Tanker
Jan-96,1984,106,Town,Exxon Fuel Tanker
Jan-97,1985,85,Town,Rescue-I Helicopter
Jan-98,1986,129,Town,RV with Speedboat
Jan-99,1987,73,Town,Cycle Fix-It Shop
670-1,1978,55,Town,Mobile Crane
Jan-01,1983,36,Space,Minifig Pack
Jan-02,1986,42,Space,Minifig Pack
Jan-03,1988,42,Space,Minifig Pack
Jan-04,1991,44,Space,Minifig Pack
Jan-05,1994,39,Space,Space Explorers
Jan-06,1997,26,Western,Frontier Patrol
Jan-07,2000,25,Town,Green Buggy
Jan-09,1997,16,Western,Tribal Chief
670F-1,2004,10,Racers,Wheels Pack
Jan-10,1991,2,Space,Space Landing Pads
671-1,1978,73,Town,Shell Fuel Pumper
Jan-11,1983,24,Space,Space Mini-Figs
Jan-12,1996,28,Western,Sheriff's Showdown
Jan-13,2000,283,Town,Grip 'n' Go Challenge
Jan-14,2000,80,Town,Speed Dragster
Jan-16,1996,65,Western,Covered Wagon
Jan-18,1997,73,Western,Raindance Ridge
Jan-19,2001,25,Dinosaurs,Brachiosaurus
671F-1,2004,13,Racers,Antenna Pack
Jan-20,2001,23,Dinosaurs,Tyrannosaurus Rex
672-1,1978,62,Town,Fire Engine
Jan-21,2001,26,Dinosaurs,Mosasaurus
Jan-22,2001,19,Dinosaurs,Styracosaurus
673-1,1978,60,Town,Rally Repair Crew
Jan-31,2002,13,Island Xtreme Stunts,Skateboarding Pepper
Jan-32,2002,17,Island Xtreme Stunts,Brickster's Trike
Jan-33,2002,19,Island Xtreme Stunts,Snap's Cruiser
Jan-34,2002,54,Island Xtreme Stunts,Beach Cruiser
Jan-35,2002,85,Island Xtreme Stunts,Air Chase
Jan-36,2002,88,Island Xtreme Stunts,Beach Lookout
Jan-37,2002,92,Island Xtreme Stunts,Wake Rider (Wave Catcher)
Jan-38,2002,116,Island Xtreme Stunts,Skateboard Challenge
Jan-39,2002,198,Island Xtreme Stunts,Truck and Stunt Trikes
673F-1,2004,6,Racers,Gearbox Pack
Jan-40,2002,332,Island Xtreme Stunts,Tower
674-1,1978,55,Town,Forklift & Truck
Jan-41,2009,63,Creator,Mini Jet
Jan-42,2009,64,Creator,Mini Off-Roader
Jan-43,2009,165,Creator,Street Speeder
Jan-45,2009,247,Creator,Propellor Power
Jan-46,1997,135,Western,Chief's Tepee
Jan-47,2009,266,Creator,Race Rider
Jan-48,1997,256,Western,Boulder Cliff Canyon
Jan-50,1985,110,Space,Sonic Robot
675-1,1979,64,Town,Snack Bar
Jan-51,2009,479,Creator,Fiery Legend
Jan-52,2009,771,Creator,Fire Truck
Jan-53,2009,1294,Creator,Highway Transport
Jan-54,2009,976,Creator,Family Home
Jan-55,1996,177,Western,Sheriff's Lock-Up
Jan-58,2012,18,Duplo,Read & Build Grow Caterpillar Grow
Jan-59,2012,16,Duplo,Read & Build Busy Farm
Jan-60,2012,13,Duplo,Read & Build Let's Go Vroom
Jan-61,1996,249,Western,Bandit's Secret Hide-Out
Jan-62,2002,687,Western,Fort Legoredo
Jan-63,2002,354,Western,Rapid River Village
Jan-64,2002,176,Western,Sheriff's Lock-Up
Jan-65,1996,351,Western,Gold City Junction
Jan-66,1997,354,Western,Rapid River Village
Jan-69,1996,687,Western,Fort Legoredo
Jan-70,1988,117,Space,Lunar Transporter Patroller
677-1,1979,48,Castle,Knight's Procession
Jan-71,2001,29,Alpha Team,Ogel Command Striker
Jan-72,2001,56,Alpha Team,Alpha Team Cruiser
Jan-73,2001,78,Alpha Team,Alpha Team Helicopter
Jan-74,2001,134,Alpha Team,Alpha Team ATV
Jan-75,2001,191,Alpha Team,Alpha Team Bomb Squad
Jan-76,2001,414,Alpha Team,Ogel Control Center
Jan-80,1987,199,Space,XT Starship
Jan-81,1989,230,Space,SP-Striker
Jan-83,1986,348,Space,Sonar Transmitting Cruiser
Jan-84,2012,26,Duplo,Creative Sorter
Jan-85,2012,56,Duplo,Creative Cakes
Jan-90,1997,20,Western,Bandit's Wheelgun (Boxed)
Jan-91,1997,20,Western,Bandit's Wheelgun
Jan-99,1997,74,Western,Showdown Canyon
Jan-00,1997,20,Space,Cyber Blaster
680-1,1971,61,Legoland,Low-Loader and Crane
Jan-01,1981,22,Space,Moon Buggy
Jan-02,1986,26,Space,Space Probe
Jan-03,1983,25,Space,Space Patrol
Jan-04,1984,21,Space,Surface Rover
Jan-05,1985,29,Space,Astro Dasher
Jan-06,1985,23,Space,Surface Hopper
Jan-07,1985,24,Space,Space Sledge with Astronaut and Robot
Jan-08,1987,29,Space,Galaxy Trekkor
Jan-09,1988,37,Space,XT-5 and Droid
Jan-10,1989,41,Space,Laser Ranger
681-1,1971,63,Legoland,Low-Loader with 4 Wheel Excavator
Jan-11,1990,26,Space,Pulsar Charger
Jan-12,1991,25,Space,Grid Trekkor
Jan-13,1993,24,Space,Galactic Chief
Jan-14,1993,25,Space,Ice Tunnelator
Jan-15,1996,27,Space,Hovertron
Jan-16,1997,20,Space,Cyber Blaster
Jan-17,1998,32,Space,Beta Buzzer
Jan-18,1997,36,Space,Cyborg Scout
Jan-20,1986,34,Space,Starfire I
682-1,1971,57,Legoland,Low-Loader and Tractor
Jan-21,1980,28,Space,Shovel Buggy
Jan-22,1981,33,Space,Space Digger
Jan-23,1983,27,Space,Surface Transport
Jan-24,1984,48,Space,Space Dart I
Jan-25,1985,40,Space,Cosmic Comet
Jan-26,1985,32,Space,Crater Crawler
Jan-27,1987,35,Space,Strata Scooter
Jan-28,1988,57,Space,Twin-Winged Spoiler
Jan-29,1997,53,Space,Radon Rover
Jan-30,1988,51,Space,Space Patroller
683-1,1971,58,Factory,Articulated Lorry
Jan-31,1989,34,Space,Message Decoder
Jan-32,1991,42,Space,Super Nova II
Jan-33,1990,40,Space,Beacon Tracer
Jan-34,1993,55,Space,Celestial Sled
Jan-35,1994,47,Space,Saucer Scout
Jan-36,1997,40,Space,V-Wing Fighter
Jan-37,1998,57,Space,Cosmic Creeper
684-1,1972,53,Legoland,Low-Loader with Fork Lift Truck
Jan-41,1980,44,Space,Mineral Detector
Jan-42,1981,46,Space,Shuttle Craft
Jan-44,1983,46,Space,Seismologic Vehicle (Sismobile)
Jan-45,1986,51,Space,Cosmic Charger
Jan-46,1984,69,Space,Tri-Star Voyager
Jan-47,1985,49,Space,Space Dozer
Jan-48,1988,62,Space,Strategic Pursuer
Feb-48,1985,54,Space,Interplanetary Shuttle
Mar-48,1988,62,Space,Strategic Pursuer
Jan-49,1987,47,Space,Satellite Patroller
Jan-50,1989,46,Space,Auxiliary Patroller
685-1,1972,50,Factory,Truck with Trailer
Jan-51,1991,38,Space,Tri-Wheeled Tyrax
685-2,1972,50,Factory,Truck with Trailer (without Stickers)
Jan-52,1993,61,Space,Sonar Security
Jan-54,1996,52,Space,Alien Fossilizer
Jan-56,1996,78,Space,Planetary Decoder
Jan-57,2012,378,Super Heroes,The Dynamic Duo Funhouse Escape
Jan-58,2012,89,Super Heroes,Catwoman Catcycle City Chase
Jan-60,2012,689,Super Heroes,The Batcave
686-1,1973,70,Legoland,Tipper Trucks and Loader
Jan-61,1980,55,Space,X1 Patrol Craft
Jan-62,1991,254,Space,Secret Space Voyager
Feb-62,2012,208,Super Heroes,Superman vs Power Armour Lex
Jan-63,2012,277,Super Heroes,Batwing Battle Over Gotham City
Jan-64,2012,528,Super Heroes,Batmobile and the Two-Face Chase
Jan-65,2012,71,Super Heroes,Captain America&#039;s Avenging Cycle
Jan-66,2012,199,Super Heroes,Wolverine&#039;s Chopper Showdown
Jan-67,2012,180,Super Heroes,Loki&#039;s Cosmic Cube Escape
Jan-68,2012,385,Super Heroes,Hulk&#039;s Helicarrier Breakout
Jan-69,2012,748,Super Heroes,Quinjet Aerial Battle
Jan-70,1981,60,Space,Space Probe Launcher
687-1,1973,48,Legoland,Caravelle Plane
Jan-71,1984,71,Space,Star Patrol Launcher
Jan-72,1986,76,Space,Xenon X-Craft
Jan-73,2012,295,Super Heroes,Spider-Man&#039;s Doc Ock Ambush
Jan-74,1986,66,Space,Moon Rover
Jan-75,1988,93,Space,Hovercraft
Jan-76,1988,92,Space,Alienator
Jan-77,1990,62,Space,Vector Detector
Jan-78,1991,75,Space,Sub Orbital Guardian
Jan-79,1993,83,Space,Blizzard Baron
Jan-80,1982,83,Space,Surface Explorer
688-1,1973,63,Legoland,Shell Tank Truck
Jan-81,1984,98,Space,Lunar Rocket Launcher
Jan-82,1985,102,Space,Walking Astro Grappler
Jan-83,1987,109,Space,Terrestrial Rover
Jan-84,1987,107,Space,Aero Module
Jan-85,1988,101,Space,Saturn Base Main Team (Crater Crawler)
Jan-86,1989,121,Space,Galactic Peace Keeper
Jan-87,1991,100,Space,Allied Avenger
Jan-89,1994,136,Space,Recon Robot
Jan-90,1982,115,Space,Cosmic Cruiser
689-1,1974,46,Legoland,Truck & Shovel
Jan-91,1985,135,Space,Gamma V Laser Craft
Jan-92,1986,150,Space,Modular Space Transport
Jan-93,1987,162,Space,Orion II Hyperspace
Jan-94,1987,159,Space,Invader
Jan-95,1989,152,Space,Spy-Trak 1
Jan-96,1990,92,Space,Celestial Forager
Jan-97,1992,146,Space,Rebel Hunter
Jan-98,1993,136,Space,Ice-Sat V
Jan-99,1996,150,Space,Nebula Outpost
Jan-00,1997,112,Space,Cyber Saucer
690-1,1974,73,Legoland,Shell Station
Jan-01,1980,139,Space,Mobile Lab
Feb-01,1998,20,Space,Space Plane
Jan-02,1998,20,Space,Space Plane
Jan-03,1998,24,Space,Bug Blaster
Jan-05,1998,112,Space,Bi-Wing Blaster
Jan-07,1998,95,Space,Sonic Stinger
Jan-09,1998,96,Space,Sonic Stinger with Promotional Mask
Jan-10,2012,68,Creator,Mini Sports Car
691-1,1974,62,Legoland,Rescue Helicopter
Jan-11,2012,69,Creator,Mini Fire Truck
Jan-12,2012,130,Creator,Super Soarer
Jan-13,2012,152,Creator,Blue Roadster
Jan-14,2012,191,Creator,T-Rex
Jan-15,1997,234,Space,Warp Wing Fighter
Jan-18,2011,111,Castle,Blacksmith Attack
Jan-19,1998,248,Space,Planetary Prowler
692-1,1975,59,Legoland,Road Repair Crew
Jan-21,1988,46,Space,Monorail Accessory Track
Jan-23,1990,190,Space,Particle Ionizer
Jan-25,1988,211,Space,Interplanetary Rover
Jan-26,1986,150,Space,Mobile Recovery Vehicle
Jan-27,1981,173,Space,All-Terrain Vehicle
Jan-28,1984,201,Space,Uranium Search Vehicle
Jan-29,1981,246,Space,Star Fleet Voyager
Jan-30,1983,206,Space,Space Supply Station
693-1,1975,58,Legoland,Fire Engine with Firemen
Jan-31,1985,227,Space,FX Star Patroller
Jan-32,1987,251,Space,Stardefender 200
Jan-33,1991,212,Space,Spectral Starguider
Jan-34,2006,16,Bionicle,BIONICLE Good Guy Polybag (Disney Promotional Sweden)
Jan-35,2006,16,Bionicle,BIONICLE Bad Guy (Disney Promotional Sweden)
Jan-36,2007,20,Bionicle,Piraka & Catapult
Jan-37,2006,2,Bionicle,Give Away
Jan-38,1996,196,Space,Scorpion Detector
Jan-39,1994,222,Space,Saucer Centurion
Jan-40,1986,268,Space,Alien Moon Stalker
